"source","term_id","term_name","term_size","query_size","intersection_size","p_value","precision","recall","intersection"
"GO:BP","GO:0006520","amino acid metabolic process",435,104,16,1.19241150269654e-08,0.153846153846154,0.0367816091954023,"AT1G08630,AT1G71170,AT1G31230,AT1G56430,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT5G17330,AT3G19710,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040,AT4G34180"
"GO:BP","GO:1901605","alpha-amino acid metabolic process",317,104,14,1.52158538817511e-08,0.134615384615385,0.0441640378548896,"AT1G08630,AT1G71170,AT1G31230,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT5G17330,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040,AT4G34180"
"GO:BP","GO:0008652","amino acid biosynthetic process",220,104,11,3.31710290812707e-07,0.105769230769231,0.05,"AT1G31230,AT1G56430,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040"
"GO:BP","GO:1901137","carbohydrate derivative biosynthetic process",407,104,14,3.31710290812707e-07,0.134615384615385,0.0343980343980344,"AT1G68470,AT1G16410,AT1G65860,AT1G62560,AT5G07690,AT5G14200,AT5G61420,AT5G23010,AT5G23020,AT3G19710,AT3G58990,AT2G43100,AT4G12030,AT4G13770"
"GO:BP","GO:1901607","alpha-amino acid biosynthetic process",195,104,10,1.20517393619063e-06,0.0961538461538462,0.0512820512820513,"AT1G31230,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040"
"GO:BP","GO:0170038","proteinogenic amino acid biosynthetic process",158,104,9,2.21723679424538e-06,0.0865384615384615,0.0569620253164557,"AT1G31230,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100"
"GO:BP","GO:0170034","L-amino acid biosynthetic process",158,104,9,2.21723679424538e-06,0.0865384615384615,0.0569620253164557,"AT1G31230,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100"
"GO:BP","GO:0170039","proteinogenic amino acid metabolic process",271,104,11,2.23601115473507e-06,0.105769230769231,0.040590405904059,"AT1G08630,AT1G31230,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT5G17330,AT3G58990,AT3G02020,AT3G22740,AT2G43100"
"GO:BP","GO:0170033","L-amino acid metabolic process",273,104,11,2.29445422196664e-06,0.105769230769231,0.0402930402930403,"AT1G08630,AT1G31230,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT5G17330,AT3G58990,AT3G02020,AT3G22740,AT2G43100"
"GO:BP","GO:1901135","carbohydrate derivative metabolic process",659,104,16,2.52333383288725e-06,0.153846153846154,0.0242792109256449,"AT1G68470,AT1G16410,AT1G12610,AT1G65860,AT1G62560,AT5G07690,AT5G14200,AT5G15210,AT5G61420,AT5G23010,AT5G23020,AT3G19710,AT3G58990,AT2G43100,AT4G12030,AT4G13770"
"GO:BP","GO:0009081","branched-chain amino acid metabolic process",48,104,6,2.95108171014429e-06,0.0576923076923077,0.125,"AT1G71170,AT5G14200,AT5G23020,AT3G19710,AT3G58990,AT2G43100"
"GO:BP","GO:0009066","aspartate family amino acid metabolic process",60,104,6,1.10195189653123e-05,0.0576923076923077,0.1,"AT1G08630,AT1G31230,AT5G10240,AT5G65010,AT3G02020,AT3G22740"
"GO:BP","GO:0009098","L-leucine biosynthetic process",15,104,4,1.65562795337992e-05,0.0384615384615385,0.266666666666667,"AT5G14200,AT5G23020,AT3G58990,AT2G43100"
"GO:BP","GO:0009625","response to insect",41,104,5,3.62279351810597e-05,0.0480769230769231,0.121951219512195,"AT1G16410,AT5G07690,AT5G61420,AT5G23010,AT4G13770"
"GO:BP","GO:0009079","pyruvate family amino acid biosynthetic process",20,104,4,5.3428929168508e-05,0.0384615384615385,0.2,"AT5G14200,AT5G23020,AT3G58990,AT2G43100"
"GO:BP","GO:0009067","aspartate family amino acid biosynthetic process",45,104,5,5.40258700728288e-05,0.0480769230769231,0.111111111111111,"AT1G31230,AT5G10240,AT5G65010,AT3G02020,AT3G22740"
"GO:BP","GO:0006551","L-leucine metabolic process",23,104,4,8.99259540524016e-05,0.0384615384615385,0.173913043478261,"AT5G14200,AT5G23020,AT3G58990,AT2G43100"
"GO:BP","GO:0009082","branched-chain amino acid biosynthetic process",25,104,4,0.000123281159746805,0.0384615384615385,0.16,"AT5G14200,AT5G23020,AT3G58990,AT2G43100"
"GO:BP","GO:0016053","organic acid biosynthetic process",556,104,12,0.000268506911278697,0.115384615384615,0.0215827338129496,"AT1G31230,AT1G56430,AT1G12610,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040"
"GO:BP","GO:0046394","carboxylic acid biosynthetic process",556,104,12,0.000268506911278697,0.115384615384615,0.0215827338129496,"AT1G31230,AT1G56430,AT1G12610,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040"
"GO:BP","GO:0009078","pyruvate family amino acid metabolic process",31,104,4,0.000272737334255924,0.0384615384615385,0.129032258064516,"AT5G14200,AT5G23020,AT3G58990,AT2G43100"
"GO:BP","GO:0043207","response to external biotic stimulus",1460,104,20,0.000282255333687386,0.192307692307692,0.0136986301369863,"AT1G03850,AT1G16410,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G57110,AT5G60300,AT5G45500,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT3G48520,AT3G50950,AT2G28400,AT2G19810,AT2G28550,AT4G13770,AT4G13040"
"GO:BP","GO:0051707","response to other organism",1460,104,20,0.000282255333687386,0.192307692307692,0.0136986301369863,"AT1G03850,AT1G16410,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G57110,AT5G60300,AT5G45500,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT3G48520,AT3G50950,AT2G28400,AT2G19810,AT2G28550,AT4G13770,AT4G13040"
"GO:BP","GO:0044419","biological process involved in interspecies interaction between organisms",1480,104,20,0.000334227445450197,0.192307692307692,0.0135135135135135,"AT1G03850,AT1G16410,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G57110,AT5G60300,AT5G45500,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT3G48520,AT3G50950,AT2G28400,AT2G19810,AT2G28550,AT4G13770,AT4G13040"
"GO:BP","GO:0009607","response to biotic stimulus",1487,104,20,0.000348119610506391,0.192307692307692,0.0134498991257566,"AT1G03850,AT1G16410,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G57110,AT5G60300,AT5G45500,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT3G48520,AT3G50950,AT2G28400,AT2G19810,AT2G28550,AT4G13770,AT4G13040"
"GO:BP","GO:0006566","threonine metabolic process",12,104,3,0.000384681745614986,0.0288461538461538,0.25,"AT1G08630,AT1G31230,AT3G02020"
"GO:BP","GO:0070982","L-asparagine metabolic process",3,104,2,0.0010495339291638,0.0192307692307692,0.666666666666667,"AT5G10240,AT5G65010"
"GO:BP","GO:0033321","homomethionine metabolic process",3,104,2,0.0010495339291638,0.0192307692307692,0.666666666666667,"AT1G65860,AT4G12030"
"GO:BP","GO:0070981","L-asparagine biosynthetic process",3,104,2,0.0010495339291638,0.0192307692307692,0.666666666666667,"AT5G10240,AT5G65010"
"GO:BP","GO:0033506","glucosinolate biosynthetic process from homomethionine",3,104,2,0.0010495339291638,0.0192307692307692,0.666666666666667,"AT1G65860,AT4G12030"
"GO:BP","GO:0050896","response to stimulus",6002,104,47,0.00110479153712552,0.451923076923077,0.00783072309230257,"AT1G63740,AT1G03850,AT1G16410,AT1G12610,AT1G78370,AT1G26270,AT1G11310,AT1G11580,AT1G69530,AT1G19670,AT5G26220,AT5G07690,AT5G57110,AT5G65207,AT5G45510,AT5G14200,AT5G60300,AT5G63980,AT5G45500,AT5G56550,AT5G27920,AT5G65010,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT5G38990,AT5G65140,AT3G19710,AT3G48520,AT3G50950,AT3G26600,AT3G10020,AT2G47890,AT2G14050,AT2G28400,AT2G31880,AT2G19810,AT2G17120,AT2G21210,AT2G28550,AT4G12030,AT4G13770,AT4G37610,AT4G24960,AT4G13040,AT4G34180"
"GO:BP","GO:0006952","defense response",1635,104,20,0.00111819315936615,0.192307692307692,0.0122324159021407,"AT1G63740,AT1G03850,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G45510,AT5G60300,AT5G45500,AT5G61420,AT5G24210,AT5G45490,AT3G48520,AT3G50950,AT2G31880,AT2G19810,AT2G17120,AT2G28550,AT4G13040,AT4G34180"
"GO:BP","GO:0044283","small molecule biosynthetic process",686,104,12,0.00146126384709245,0.115384615384615,0.0174927113702624,"AT1G31230,AT1G56430,AT1G12610,AT5G10240,AT5G14200,AT5G65010,AT5G23020,AT3G58990,AT3G02020,AT3G22740,AT2G43100,AT4G08040"
"GO:BP","GO:0009605","response to external stimulus",1683,104,20,0.00159077532874102,0.192307692307692,0.011883541295306,"AT1G03850,AT1G16410,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G57110,AT5G60300,AT5G45500,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT3G48520,AT3G50950,AT2G28400,AT2G19810,AT2G28550,AT4G13770,AT4G13040"
"GO:BP","GO:0006529","asparagine biosynthetic process",4,104,2,0.00183099202892252,0.0192307692307692,0.5,"AT5G10240,AT5G65010"
"GO:BP","GO:0006528","asparagine metabolic process",4,104,2,0.00183099202892252,0.0192307692307692,0.5,"AT5G10240,AT5G65010"
"GO:BP","GO:0009611","response to wounding",243,104,7,0.00216478486272442,0.0673076923076923,0.0288065843621399,"AT5G07690,AT5G14200,AT5G60300,AT5G56550,AT3G19710,AT3G48520,AT4G12030"
"GO:BP","GO:0006950","response to stress",3733,104,33,0.00224860837475383,0.317307692307692,0.00884007500669703,"AT1G63740,AT1G03850,AT1G12610,AT1G26270,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G65207,AT5G45510,AT5G14200,AT5G60300,AT5G45500,AT5G56550,AT5G65010,AT5G61420,AT5G24210,AT5G45490,AT5G23010,AT3G19710,AT3G48520,AT3G50950,AT3G10020,AT2G14050,AT2G31880,AT2G19810,AT2G17120,AT2G28550,AT4G12030,AT4G37610,AT4G24960,AT4G13040,AT4G34180"
"GO:BP","GO:0010438","cellular response to sulfur starvation",7,104,2,0.00597563693650683,0.0192307692307692,0.285714285714286,"AT5G07690,AT5G61420"
"GO:BP","GO:0008152","metabolic process",12629,104,76,0.00948980414442085,0.730769230769231,0.00601789532029456,"AT1G68470,AT1G08630,AT1G71170,AT1G69490,AT1G67980,AT1G03850,AT1G31230,AT1G56430,AT1G16410,AT1G12610,AT1G65860,AT1G69200,AT1G49230,AT1G78370,AT1G26270,AT1G64600,AT1G11580,AT1G19670,AT1G62560,AT1G23390,AT1G78650,AT1G30370,AT1G03400,AT5G26220,AT5G07690,AT5G10240,AT5G01620,AT5G15870,AT5G14200,AT5G60300,AT5G63980,AT5G55260,AT5G15210,AT5G48250,AT5G62770,AT5G16370,AT5G65010,AT5G48470,AT5G61420,AT5G24210,AT5G23010,AT5G23020,AT5G38990,AT5G65140,AT5G45650,AT5G17330,AT5G62560,AT5G37540,AT3G06740,AT3G19710,AT3G48520,AT3G58990,AT3G27180,AT3G10020,AT3G49220,AT3G02020,AT3G22740,AT2G47890,AT2G14050,AT2G31880,AT2G23320,AT2G19810,AT2G36670,AT2G22190,AT2G28550,AT2G43100,AT4G12030,AT4G13770,AT4G08040,AT4G27520,AT4G37610,AT4G24960,AT4G13040,AT4G26370,AT4G34180,ATCG01230"
"GO:BP","GO:0009088","threonine biosynthetic process",10,104,2,0.011763806646176,0.0192307692307692,0.2,"AT1G31230,AT3G02020"
"GO:BP","GO:0010439","regulation of glucosinolate biosynthetic process",10,104,2,0.011763806646176,0.0192307692307692,0.2,"AT5G07690,AT5G61420"
"GO:BP","GO:0009835","fruit ripening",10,104,2,0.011763806646176,0.0192307692307692,0.2,"AT1G69490,AT4G08040"
"GO:BP","GO:0098542","defense response to other organism",1153,104,14,0.0128116745671876,0.134615384615385,0.0121422376409367,"AT1G03850,AT1G11310,AT1G11580,AT1G19670,AT5G07690,AT5G60300,AT5G61420,AT5G24210,AT5G45490,AT3G48520,AT3G50950,AT2G19810,AT2G28550,AT4G13040"
"GO:BP","GO:0009617","response to bacterium",463,104,8,0.0189474908144532,0.0769230769230769,0.0172786177105832,"AT1G11580,AT1G19670,AT5G07690,AT5G61420,AT5G24210,AT3G50950,AT2G28400,AT4G13040"
"GO:BP","GO:0062012","regulation of small molecule metabolic process",110,104,4,0.0213811428883447,0.0384615384615385,0.0363636363636364,"AT1G12610,AT5G07690,AT5G61420,AT4G13040"
"GO:BP","GO:0009987","cellular process",16600,104,91,0.0232433888673167,0.875,0.00548192771084337,"AT1G68470,AT1G08630,AT1G71170,AT1G63740,AT1G69490,AT1G67980,AT1G03850,AT1G31230,AT1G56430,AT1G57990,AT1G16410,AT1G12610,AT1G65860,AT1G24150,AT1G69200,AT1G49230,AT1G78370,AT1G26270,AT1G64600,AT1G11580,AT1G69530,AT1G19670,AT1G62560,AT1G23390,AT1G78650,AT1G30370,AT1G03400,AT1G10090,AT5G26220,AT5G07690,AT5G57110,AT5G10240,AT5G01620,AT5G15870,AT5G65207,AT5G14200,AT5G60300,AT5G63980,AT5G55260,AT5G15210,AT5G48250,AT5G62770,AT5G62720,AT5G16370,AT5G65010,AT5G48470,AT5G61420,AT5G24210,AT5G23010,AT5G23020,AT5G38990,AT5G65140,AT5G45650,AT5G17330,AT5G62560,AT5G37540,AT5G62360,AT3G06740,AT3G19710,AT3G27170,AT3G48520,AT3G58990,AT3G27180,AT3G26600,AT3G10020,AT3G10420,AT3G49220,AT3G02020,AT3G22740,AT2G47890,AT2G14050,AT2G31880,AT2G23320,AT2G19810,AT2G37540,AT2G36670,AT2G22190,AT2G28550,AT2G43100,AT4G01010,AT4G12030,AT4G26670,AT4G13770,AT4G08040,AT4G27520,AT4G37610,AT4G24960,AT4G13040,AT4G26370,AT4G34180,ATCG01230"
"GO:BP","GO:0009089","lysine biosynthetic process via diaminopimelate",15,104,2,0.0243690598048487,0.0192307692307692,0.133333333333333,"AT1G31230,AT3G02020"
"GO:BP","GO:0046451","diaminopimelate metabolic process",15,104,2,0.0243690598048487,0.0192307692307692,0.133333333333333,"AT1G31230,AT3G02020"
"GO:BP","GO:0044248","cellular catabolic process",199,104,5,0.0277731694112732,0.0480769230769231,0.0251256281407035,"AT1G08630,AT1G71170,AT1G78370,AT5G26220,AT4G34180"
"GO:BP","GO:0009085","lysine biosynthetic process",17,104,2,0.0303734101744041,0.0192307692307692,0.117647058823529,"AT1G31230,AT3G02020"
"GO:BP","GO:1901606","alpha-amino acid catabolic process",65,104,3,0.037799302688702,0.0288461538461538,0.0461538461538462,"AT1G08630,AT1G71170,AT4G34180"
"GO:BP","GO:0010038","response to metal ion",219,104,5,0.0398909847506703,0.0480769230769231,0.0228310502283105,"AT5G26220,AT5G56550,AT5G27920,AT5G38990,AT5G65140"
"GO:BP","GO:1905255","regulation of RNA binding transcription factor activity",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT5G07690"
"GO:BP","GO:0031589","cell-substrate adhesion",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT5G60300"
"GO:BP","GO:0150115","cell-substrate junction organization",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT5G60300"
"GO:BP","GO:0006553","lysine metabolic process",20,104,2,0.0400766698024609,0.0192307692307692,0.1,"AT1G31230,AT3G02020"
"GO:BP","GO:0007044","cell-substrate junction assembly",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT5G60300"
"GO:BP","GO:0007160","cell-matrix adhesion",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT5G60300"
"GO:BP","GO:0036166","phenotypic switching",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT3G10420"
"GO:BP","GO:0031564","transcription antitermination",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT4G26370"
"GO:BP","GO:0090677","reversible differentiation",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT3G10420"
"GO:BP","GO:0009063","amino acid catabolic process",72,104,3,0.0400766698024609,0.0288461538461538,0.0416666666666667,"AT1G08630,AT1G71170,AT4G34180"
"GO:BP","GO:0042221","response to chemical",2940,104,24,0.0400766698024609,0.230769230769231,0.00816326530612245,"AT1G03850,AT1G12610,AT1G78370,AT1G26270,AT1G69530,AT5G26220,AT5G07690,AT5G65207,AT5G14200,AT5G60300,AT5G63980,AT5G56550,AT5G27920,AT5G23010,AT5G38990,AT5G65140,AT3G10020,AT2G28400,AT2G21210,AT2G28550,AT4G12030,AT4G37610,AT4G24960,AT4G13040"
"GO:BP","GO:0005992","trehalose biosynthetic process",21,104,2,0.0400766698024609,0.0192307692307692,0.0952380952380952,"AT5G65140,AT2G22190"
"GO:BP","GO:0048041","focal adhesion assembly",1,104,1,0.0400766698024609,0.00961538461538462,1,"AT5G60300"
"GO:BP","GO:0046686","response to cadmium ion",71,104,3,0.0400766698024609,0.0288461538461538,0.0422535211267606,"AT5G26220,AT5G56550,AT5G65140"
"GO:BP","GO:0009753","response to jasmonic acid",231,104,5,0.0400766698024609,0.0480769230769231,0.0216450216450216,"AT5G07690,AT5G14200,AT5G60300,AT2G28400,AT4G12030"
"GO:BP","GO:0010114","response to red light",68,104,3,0.0400766698024609,0.0288461538461538,0.0441176470588235,"AT1G69530,AT5G56550,AT2G47890"
"GO:BP","GO:0005991","trehalose metabolic process",23,104,2,0.0421014378602257,0.0192307692307692,0.0869565217391304,"AT5G65140,AT2G22190"
"GO:BP","GO:0070542","response to fatty acid",235,104,5,0.0421014378602257,0.0480769230769231,0.0212765957446809,"AT5G07690,AT5G14200,AT5G60300,AT2G28400,AT4G12030"
"GO:BP","GO:0009086","methionine biosynthetic process",25,104,2,0.0490252850984205,0.0192307692307692,0.08,"AT1G31230,AT3G22740"
"GO:MF","GO:0080105","6-methylthiopropyl glucosinolate S-oxygenase activity",2,112,2,0.00351548775059626,0.0178571428571429,1,"AT1G65860,AT1G62560"
"GO:MF","GO:0010177","methylthioalkylmalate synthase activity",2,112,2,0.00351548775059626,0.0178571428571429,1,"AT5G23010,AT5G23020"
"GO:MF","GO:0080104","5-methylthiopropyl glucosinolate S-oxygenase activity",3,112,2,0.00420506182973928,0.0178571428571429,0.666666666666667,"AT1G65860,AT1G62560"
"GO:MF","GO:0080106","7-methylthiopropyl glucosinolate S-oxygenase activity",3,112,2,0.00420506182973928,0.0178571428571429,0.666666666666667,"AT1G65860,AT1G62560"
"GO:MF","GO:0080102","3-methylthiopropyl glucosinolate S-oxygenase activity",3,112,2,0.00420506182973928,0.0178571428571429,0.666666666666667,"AT1G65860,AT1G62560"
"GO:MF","GO:0080103","4-methylthiopropyl glucosinolate S-oxygenase activity",4,112,2,0.0052394833606807,0.0178571428571429,0.5,"AT1G65860,AT1G62560"
"GO:MF","GO:0004066","asparagine synthase (glutamine-hydrolyzing) activity",4,112,2,0.0052394833606807,0.0178571428571429,0.5,"AT5G10240,AT5G65010"
"GO:MF","GO:0003861","3-isopropylmalate dehydratase activity",4,112,2,0.0052394833606807,0.0178571428571429,0.5,"AT3G58990,AT2G43100"
"GO:MF","GO:0080107","8-methylthiopropyl glucosinolate S-oxygenase activity",5,112,2,0.00773733276773967,0.0178571428571429,0.4,"AT1G65860,AT1G62560"
"GO:MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",66,112,4,0.00919072295298806,0.0357142857142857,0.0606060606060606,"AT1G16410,AT1G65860,AT1G62560,AT4G13770"
"GO:MF","GO:0004072","aspartate kinase activity",6,112,2,0.00946541060455356,0.0178571428571429,0.333333333333333,"AT1G31230,AT3G02020"
"GO:MF","GO:0003824","catalytic activity",9210,112,63,0.01088020269051,0.5625,0.00684039087947883,"AT1G68470,AT1G08630,AT1G71170,AT1G63740,AT1G67980,AT1G31230,AT1G56430,AT1G53040,AT1G16410,AT1G65860,AT1G69200,AT1G49230,AT1G78370,AT1G26270,AT1G64600,AT1G11580,AT1G30730,AT1G19670,AT1G62560,AT1G78650,AT1G30370,AT1G03400,AT5G26220,AT5G57110,AT5G10240,AT5G01620,AT5G19210,AT5G15870,AT5G14200,AT5G60300,AT5G63980,AT5G55260,AT5G62770,AT5G42250,AT5G16370,AT5G65010,AT5G24210,AT5G23010,AT5G23020,AT5G38990,AT5G65140,AT5G45650,AT5G17330,AT5G62560,AT5G37540,AT3G19710,AT3G48520,AT3G58990,AT3G27180,AT3G10420,AT3G49220,AT3G02020,AT3G22740,AT2G14050,AT2G31880,AT2G31790,AT2G37540,AT2G36670,AT2G22190,AT2G43100,AT4G13770,AT4G08040,AT4G34180"
"GO:MF","GO:0050661","NADP binding",74,112,4,0.0109530479201575,0.0357142857142857,0.0540540540540541,"AT1G71170,AT1G31230,AT1G65860,AT1G62560"
"GO:MF","GO:0005516","calmodulin binding",211,112,6,0.0128757373274606,0.0535714285714286,0.028436018957346,"AT1G11310,AT5G57110,AT5G17330,AT2G23320,AT4G01010,AT4G37610"
"GO:MF","GO:0019202","amino acid kinase activity",9,112,2,0.016499718259297,0.0178571428571429,0.222222222222222,"AT1G31230,AT3G02020"
"GO:MF","GO:0004805","trehalose-phosphatase activity",12,112,2,0.0249669668943739,0.0178571428571429,0.166666666666667,"AT5G65140,AT2G22190"
"GO:MF","GO:0016884","carbon-nitrogen ligase activity, with glutamine as amido-N-donor",12,112,2,0.0249669668943739,0.0178571428571429,0.166666666666667,"AT5G10240,AT5G65010"
"GO:MF","GO:0016774","phosphotransferase activity, carboxyl group as acceptor",12,112,2,0.0249669668943739,0.0178571428571429,0.166666666666667,"AT1G31230,AT3G02020"
"GO:MF","GO:0046912","acyltransferase activity, acyl groups converted into alkyl on transfer",16,112,2,0.042458831315734,0.0178571428571429,0.125,"AT5G23010,AT5G23020"
"KEGG","KEGG:00966","Glucosinolate biosynthesis",26,31,8,2.91841995516629e-11,0.258064516129032,0.307692307692308,"AT1G16410,AT5G14200,AT5G23010,AT5G23020,AT3G19710,AT3G58990,AT2G43100,AT4G13770"
"KEGG","KEGG:01210","2-Oxocarboxylic acid metabolism",103,31,9,7.66249753225226e-08,0.290322580645161,0.087378640776699,"AT1G16410,AT5G14200,AT5G23010,AT5G23020,AT3G19710,AT3G58990,AT3G02020,AT2G43100,AT4G13770"
