"","input_number","input","target_number","target","name","description","namespace"
"11",11,"AT1G25400","11.1","AT1G25400","AT1G25400","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:839126]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"12",12,"AT1G02380","12.1","AT1G02380","AT1G02380","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:837745]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"13",13,"AT1G50740","13.1","AT1G50740","AT1G50740","Transmembrane proteins 14C [Source:NCBI gene (formerly Entrezgene);Acc:841496]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"14",14,"AT1G67850","14.1","AT1G67850","AT1G67850","lysine ketoglutarate reductase trans-splicing protein (DUF707) [Source:NCBI gene (formerly Entrezgene);Acc:843111]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"15",15,"AT1G48240","15.1","AT1G48240","NPSN12","Putative plant snare 12 [Source:NCBI gene (formerly Entrezgene);Acc:841244]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"16",16,"AT1G19010","16.1","AT1G19010","AT1G19010","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"17",17,"AT1G52830","17.1","AT1G52830","IAA6","indole-3-acetic acid 6 [Source:NCBI gene (formerly Entrezgene);Acc:841717]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"18",18,"AT1G12450","18.1","AT1G12450","AT1G12450","SNARE associated Golgi protein family [Source:NCBI gene (formerly Entrezgene);Acc:837802]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"19",19,"AT1G66180","19.1","AT1G66180","AT1G66180","Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:842933]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"20",20,"AT1G72430","20.1","AT1G72430","AT1G72430","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:843575]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"21",21,"AT1G21590","21.1","AT1G21590","AT1G21590","kinase with adenine nucleotide alpha hydrolases-like domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838760]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"22",22,"AT1G18610","22.1","AT1G18610","AT1G18610","Galactose oxidase/kelch repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838442]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"23",23,"AT1G68710","23.1","AT1G68710","AT1G68710","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843201]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"24",24,"AT1G56240","24.1","AT1G56240","PP2-B13","phloem protein 2-B13 [Source:NCBI gene (formerly Entrezgene);Acc:842077]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"25",25,"AT1G32990","25.1","AT1G32990","PRPL11","plastid ribosomal protein l11 [Source:NCBI gene (formerly Entrezgene);Acc:840194]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"26",26,"AT1G49650","26.1","AT1G49650","AT1G49650","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841389]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"27",27,"AT1G13820","27.1","AT1G13820","AT1G13820","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837943]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"28",28,"AT1G20010","28.1","AT1G20010","TUB5","tubulin beta-5 chain [Source:NCBI gene (formerly Entrezgene);Acc:838590]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"29",29,"AT1G18390","29.1","AT1G18390","AT1G18390","Serine/Threonine kinase family catalytic domain protein [Source:NCBI gene (formerly Entrezgene);Acc:838420]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"30",30,"AT1G66190","30.1","AT1G66190","AT1G66190","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"31",31,"AT1G01715","31.1","AT1G01715","AT1G01715","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,WIKIGENE"
"32",32,"AT1G75800","32.1","AT1G75800","AT1G75800","Pathosis-related thaumatin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843913]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"33",33,"AT1G11330","33.1","AT1G11330","AT1G11330","S-locus lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837675]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"34",34,"AT1G62422","34.1","AT1G62422","AT1G62422","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"35",35,"AT1G76210","35.1","AT1G76210","AT1G76210","DUF241 domain protein, putative (DUF241) [Source:NCBI gene (formerly Entrezgene);Acc:843954]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"36",36,"AT1G63740","36.1","AT1G63740","AT1G63740","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:842678]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"37",37,"AT1G41830","37.1","AT1G41830","SKS6","SKU5-similar 6 [Source:NCBI gene (formerly Entrezgene);Acc:840792]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"38",38,"AT1G17840","38.1","AT1G17840","ABCG11","white-brown complex-like protein [Source:NCBI gene (formerly Entrezgene);Acc:838363]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"39",39,"AT1G66970","39.1","AT1G66970","SVL2","SHV3-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:843015]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"40",40,"AT1G70940","40.1","AT1G70940","PIN3","Auxin efflux carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:843432]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"41",41,"AT1G16090","41.1","AT1G16090","WAKL7","wall associated kinase-like 7 [Source:NCBI gene (formerly Entrezgene);Acc:838179]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"42",42,"AT1G02340","42.1","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839300]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"43",43,"AT1G18300","43.1","AT1G18300","NUDT4","nudix hydrolase homolog 4 [Source:NCBI gene (formerly Entrezgene);Acc:838410]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"44",44,"AT1G06180","44.1","AT1G06180","MYB13","myb domain protein 13 [Source:NCBI gene (formerly Entrezgene);Acc:837127]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"45",45,"AT1G78040","45.1","AT1G78040","AT1G78040","Pollen Ole e 1 allergen and extensin family protein [Source:NCBI gene (formerly Entrezgene);Acc:844139]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"46",46,"AT1G31540","46.1","AT1G31540","AT1G31540","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:840044]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"47",47,"AT1G67880","47.1","AT1G67880","AT1G67880","beta-1,4-N-acetylglucosaminyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843116]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"48",48,"AT1G25230","48.1","AT1G25230","AT1G25230","Calcineurin-like metallo-phosphoesterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839105]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"49",49,"AT1G56660","49.1","AT1G56660","AT1G56660","MAEBL domain protein [Source:NCBI gene (formerly Entrezgene);Acc:842121]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"50",50,"AT1G48350","50.1","AT1G48350","EMB3105","Ribosomal L18p/L5e family protein [Source:NCBI gene (formerly Entrezgene);Acc:841255]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"51",51,"AT1G69490","51.1","AT1G69490","NAP","NAC-like, activated by AP3/PI [Source:NCBI gene (formerly Entrezgene);Acc:843282]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"52",52,"AT1G10740","52.1","AT1G10740","AT1G10740","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837617]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"53",53,"AT1G32960","53.1","AT1G32960","SBT3.3","Subtilase family protein [Source:NCBI gene (formerly Entrezgene);Acc:840190]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"54",54,"AT1G28380","54.1","AT1G28380","NSL1","MAC/Perforin domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839735]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"55",55,"AT1G69730","55.1","AT1G69730","AT1G69730","Wall-associated kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843309]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"56",56,"AT1G64510","56.1","AT1G64510","AT1G64510","Translation elongation factor EF1B/ribosomal protein S6 family protein [Source:NCBI gene (formerly Entrezgene);Acc:842759]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"57",57,"AT1G72180","57.1","AT1G72180","AT1G72180","Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843550]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"58",58,"AT1G56140","58.1","AT1G56140","AT1G56140","Leucine-rich repeat transmembrane protein kinase [Source:NCBI gene (formerly Entrezgene);Acc:842066]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"59",59,"AT1G25450","59.1","AT1G25450","KCS5","3-ketoacyl-CoA synthase 5 [Source:NCBI gene (formerly Entrezgene);Acc:839131]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"60",60,"AT1G72280","60.1","AT1G72280","ERO1","endoplasmic reticulum oxidoreductins 1 [Source:NCBI gene (formerly Entrezgene);Acc:843560]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"61",61,"AT1G78290","61.1","AT1G78290","SNRK2-8","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844164]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"62",62,"AT1G14150","62.1","AT1G14150","PnsL2","PsbQ-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:837974]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"63",63,"AT1G29460","63.1","AT1G29460","AT1G29460","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:839822]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"64",64,"AT1G12900","64.1","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:837848]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"65",65,"AT1G19150","65.1","AT1G19150","Lhca6","PSI type II chlorophyll a/b-binding protein (Lhca2*1) [Source:NCBI gene (formerly Entrezgene);Acc:838498]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"66",66,"AT1G62305","66.1","AT1G62305","AT1G62305","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:842528]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"67",67,"AT1G45145","67.1","AT1G45145","TRX5","thioredoxin H-type 5 [Source:NCBI gene (formerly Entrezgene);Acc:841082]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"68",68,"AT1G72940","68.1","AT1G72940","AT1G72940","Toll-Interleukin-Resistance (TIR) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843625]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"69",69,"AT1G18740","69.1","AT1G18740","AT1G18740","ROH1, putative (DUF793) [Source:NCBI gene (formerly Entrezgene);Acc:838456]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"70",70,"AT1G76100","70.1","AT1G76100","PETE1","plastocyanin 1 [Source:NCBI gene (formerly Entrezgene);Acc:843942]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"71",71,"AT1G66100","71.1","AT1G66100","AT1G66100","Plant thionin [Source:NCBI gene (formerly Entrezgene);Acc:842924]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"72",72,"AT1G64230","72.1","AT1G64230","UBC28","ubiquitin-conjugating enzyme 28 [Source:NCBI gene (formerly Entrezgene);Acc:842728]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"73",73,"AT1G05575","73.1","AT1G05575","AT1G05575","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:837061]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"74",74,"AT1G10560","74.1","AT1G10560","PUB18","plant U-box 18 [Source:NCBI gene (formerly Entrezgene);Acc:837597]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"75",75,"AT1G26130","75.1","AT1G26130","AT1G26130","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839154]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"76",76,"AT1G64610","76.1","AT1G64610","AT1G64610","Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842769]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"77",77,"AT1G64385","77.1","AT1G64385","AT1G64385","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:842746]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"78",78,"AT1G75240","78.1","AT1G75240","HB33","homeobox protein 33 [Source:NCBI gene (formerly Entrezgene);Acc:843861]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"79",79,"AT1G78850","79.1","AT1G78850","AT1G78850","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:844222]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"80",80,"AT1G10550","80.1","AT1G10550","XTH33","xyloglucan:xyloglucosyl transferase 33 [Source:NCBI gene (formerly Entrezgene);Acc:837596]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"81",81,"AT1G05420","81.1","AT1G05420","OFP12","ovate family protein 12 [Source:NCBI gene (formerly Entrezgene);Acc:837043]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"82",82,"AT1G78100","82.1","AT1G78100","AUF1","F-box family protein [Source:NCBI gene (formerly Entrezgene);Acc:844146]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"83",83,"AT1G01610","83.1","AT1G01610","GPAT4","glycerol-3-phosphate acyltransferase 4 [Source:NCBI gene (formerly Entrezgene);Acc:839297]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"84",84,"AT1G76090","84.1","AT1G76090","SMT3","sterol methyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:843941]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"85",85,"AT1G61360","85.1","AT1G61360","AT1G61360","S-locus lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:842430]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"86",86,"AT1G21270","86.1","AT1G21270","WAK2","wall-associated kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:838723]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"87",87,"AT1G80610","87.1","AT1G80610","AT1G80610","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"88",88,"AT1G75680","88.1","AT1G75680","GH9B7","glycosyl hydrolase 9B7 [Source:NCBI gene (formerly Entrezgene);Acc:843902]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"89",89,"AT1G67980","89.1","AT1G67980","CCOAMT","caffeoyl-CoA 3-O-methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:843126]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"90",90,"AT1G60420","90.1","AT1G60420","AT1G60420","DC1 domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:842337]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"91",91,"AT1G15260","91.1","AT1G15260","AT1G15260","LOW protein: ATP-dependent RNA helicase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:838093]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"92",92,"AT1G53110","92.1","AT1G53110","AT1G53110","proton pump-interactor [Source:NCBI gene (formerly Entrezgene);Acc:841745]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"93",93,"AT1G24170","93.1","AT1G24170","LGT9","Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839030]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
